,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
17055,38,3,116442.0,11,9.0,4,11,1,4,1,0.0,0.0,38.0,38,<=50K
17056,6,1,282579.0,8,11.0,0,12,1,4,1,0.0,0.0,56.0,38,<=50K
17057,19,3,51838.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,<=50K
17058,17,3,73585.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,<=50K
17059,26,3,226902.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,>50K
17060,37,3,279129.0,15,10.0,4,12,1,4,1,0.0,0.0,40.0,38,<=50K
17061,26,6,146908.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
17062,11,3,196690.0,8,11.0,4,6,1,4,0,0.0,1669.0,42.0,38,<=50K
17063,23,3,130760.0,8,11.0,2,3,0,4,1,0.0,0.0,50.0,38,>50K
17064,24,5,49572.0,15,10.0,2,3,0,4,1,0.0,0.0,60.0,38,<=50K
17065,23,3,237601.0,9,13.0,4,11,1,3,0,0.0,0.0,55.0,38,>50K
17066,25,3,169628.0,15,10.0,0,0,1,2,0,0.0,0.0,38.0,38,<=50K
17067,44,5,36671.0,11,9.0,2,4,0,4,1,0.0,2352.0,50.0,38,<=50K
17068,1,3,231193.0,2,8.0,4,6,3,4,1,0.0,0.0,30.0,38,<=50K
17069,42,3,192130.0,11,9.0,2,9,0,4,1,0.0,0.0,16.0,38,<=50K
17070,4,3,149704.0,11,9.0,4,9,1,4,0,1055.0,0.0,40.0,38,<=50K
17071,31,3,102102.0,8,11.0,2,12,0,4,1,0.0,0.0,50.0,38,>50K
17072,24,4,32185.0,9,13.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
17073,1,3,196061.0,15,10.0,4,9,3,4,1,0.0,0.0,33.0,38,<=50K
17074,6,3,211046.0,11,9.0,4,11,1,4,0,2463.0,0.0,40.0,38,<=50K
17075,43,3,31577.0,11,9.0,2,13,0,4,1,0.0,0.0,60.0,38,>50K
17076,5,3,162343.0,15,10.0,4,7,2,2,1,0.0,0.0,20.0,38,<=50K
17077,44,3,128831.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17078,8,3,316688.0,11,9.0,4,6,1,2,1,0.0,0.0,40.0,38,<=50K
17079,29,3,90758.0,12,14.0,4,12,1,4,1,0.0,0.0,35.0,38,>50K
17080,26,3,274363.0,9,13.0,2,3,0,4,1,0.0,1902.0,40.0,8,>50K
17081,26,3,154538.0,7,12.0,0,2,1,4,1,0.0,0.0,40.0,38,<=50K
17082,7,3,106085.0,11,9.0,4,7,3,2,1,0.0,1721.0,30.0,38,<=50K
17083,51,5,315859.0,1,7.0,4,4,4,4,1,0.0,0.0,20.0,38,<=50K
17084,14,3,51471.0,11,9.0,0,0,4,4,0,0.0,0.0,38.0,38,<=50K
17085,0,3,193830.0,1,7.0,4,11,3,4,0,0.0,0.0,20.0,38,<=50K
17086,15,3,231043.0,11,9.0,2,2,0,4,1,5178.0,0.0,48.0,38,>50K
17087,33,3,23780.0,12,14.0,3,9,2,4,1,0.0,0.0,40.0,38,<=50K
17088,16,3,169879.0,9,13.0,2,9,0,4,1,3103.0,0.0,47.0,38,>50K
17089,47,3,270333.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
17090,3,3,138768.0,11,9.0,4,13,3,4,1,0.0,0.0,30.0,38,<=50K
17091,13,3,191571.0,11,9.0,5,7,3,4,0,0.0,0.0,36.0,38,<=50K
17092,5,3,219941.0,15,10.0,4,9,3,2,1,0.0,0.0,40.0,38,<=50K
17093,26,3,94113.0,15,10.0,0,3,1,4,1,0.0,0.0,45.0,38,<=50K
17094,5,3,137510.0,15,10.0,4,0,3,4,1,0.0,0.0,40.0,38,<=50K
17095,0,3,32607.0,0,6.0,4,4,3,4,1,0.0,0.0,20.0,38,<=50K
17096,30,5,93208.0,11,9.0,2,7,5,4,0,0.0,0.0,75.0,21,<=50K
17097,24,3,254440.0,8,11.0,4,9,1,4,0,0.0,0.0,60.0,38,<=50K
17098,39,3,186556.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,>50K
17099,47,3,169871.0,11,9.0,2,13,0,4,1,0.0,0.0,45.0,38,<=50K
17100,30,3,191277.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,>50K
17101,31,3,167159.0,8,11.0,4,0,4,4,1,0.0,0.0,40.0,38,<=50K
17102,14,3,171871.0,12,14.0,4,9,1,4,0,0.0,0.0,46.0,38,<=50K
17103,12,3,154411.0,8,11.0,4,12,3,4,1,0.0,0.0,40.0,38,<=50K
17104,13,3,129227.0,11,9.0,6,0,1,4,0,0.0,0.0,40.0,38,<=50K
17105,15,3,110331.0,11,9.0,2,3,0,4,1,0.0,1672.0,60.0,38,<=50K
17106,40,3,34269.0,11,9.0,6,13,4,4,1,0.0,653.0,42.0,38,>50K
17107,45,3,174355.0,11,9.0,6,7,1,4,0,0.0,0.0,40.0,38,<=50K
17108,22,3,680390.0,11,9.0,5,6,4,4,0,0.0,0.0,24.0,38,<=50K
17109,26,3,233130.0,15,10.0,4,0,1,4,1,0.0,0.0,25.0,38,<=50K
17110,7,4,165474.0,9,13.0,4,11,3,4,1,0.0,0.0,40.0,38,<=50K
17111,25,3,257780.0,1,7.0,2,9,0,4,1,0.0,0.0,15.0,38,<=50K
17112,36,3,194259.0,15,10.0,2,0,5,4,0,4386.0,0.0,40.0,38,>50K
17113,9,3,280093.0,15,10.0,4,5,3,4,1,0.0,0.0,40.0,38,<=50K
17114,56,5,177387.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
17115,55,3,28929.0,1,7.0,6,9,1,4,0,0.0,0.0,24.0,38,<=50K
17116,38,3,105304.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17117,8,3,499233.0,11,9.0,0,0,1,4,1,0.0,0.0,40.0,38,<=50K
17118,24,3,180572.0,9,13.0,0,9,1,4,0,0.0,0.0,50.0,38,>50K
17119,7,3,321435.0,9,13.0,4,3,1,4,1,0.0,0.0,50.0,38,<=50K
17120,46,3,86108.0,11,9.0,6,4,1,4,1,0.0,0.0,6.0,38,<=50K
17121,0,3,198124.0,1,7.0,4,11,3,4,1,0.0,0.0,20.0,38,<=50K
17122,18,3,135162.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,<=50K
17123,34,3,146813.0,15,10.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
17124,45,1,291175.0,9,13.0,6,9,1,4,0,0.0,0.0,48.0,38,<=50K
17125,38,3,387569.0,11,9.0,2,2,0,4,1,4386.0,0.0,40.0,38,>50K
17126,26,3,102895.0,15,10.0,0,9,1,4,1,0.0,0.0,40.0,38,<=50K
17127,23,1,33274.0,11,9.0,0,7,1,4,0,0.0,0.0,50.0,38,<=50K
17128,20,3,86551.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,38,>50K
17129,22,3,138192.0,9,13.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
17130,14,3,118966.0,11,9.0,4,2,3,4,1,0.0,0.0,18.0,38,<=50K
17131,44,3,99784.0,12,14.0,6,9,1,4,0,0.0,0.0,40.0,38,>50K
17132,9,3,90980.0,8,11.0,0,0,1,4,0,0.0,0.0,55.0,38,<=50K
17133,29,5,177407.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,38,<=50K
17134,9,3,96467.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,<=50K
17135,31,6,327886.0,10,16.0,0,9,3,4,1,0.0,0.0,50.0,38,>50K
17136,17,3,111567.0,11,9.0,4,13,3,4,1,0.0,0.0,40.0,38,<=50K
17137,17,1,166545.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,38,<=50K
17138,42,3,142182.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,>50K
17139,17,3,188798.0,9,13.0,4,9,3,4,0,0.0,0.0,40.0,38,<=50K
17140,32,3,38563.0,9,13.0,4,3,1,4,0,0.0,0.0,56.0,38,>50K
17141,1,3,216284.0,1,7.0,4,0,3,4,0,0.0,0.0,20.0,38,<=50K
17142,26,3,191547.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,25,<=50K
17143,31,3,285335.0,1,7.0,2,3,0,4,1,0.0,0.0,50.0,38,<=50K
17144,11,4,142712.0,15,10.0,2,3,0,4,1,0.0,0.0,70.0,38,<=50K
17145,16,3,80945.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17146,7,3,309055.0,15,10.0,4,11,1,4,0,0.0,0.0,15.0,38,<=50K
17147,4,3,62339.0,0,6.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
17148,0,3,368700.0,1,7.0,4,11,3,4,1,0.0,0.0,28.0,38,<=50K
17149,22,3,176186.0,15,10.0,2,4,0,4,1,0.0,0.0,50.0,38,>50K
17150,12,5,266855.0,9,13.0,5,9,3,4,1,0.0,0.0,40.0,38,<=50K
17151,27,3,48087.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
17152,7,3,121313.0,15,10.0,4,13,3,4,1,0.0,0.0,50.0,38,<=50K
17153,54,5,143437.0,12,14.0,2,11,0,4,1,10605.0,0.0,40.0,38,>50K
17154,34,5,160724.0,9,13.0,2,11,0,1,1,0.0,2415.0,40.0,2,>50K
17155,38,3,282753.0,4,3.0,0,7,4,2,1,0.0,0.0,25.0,38,<=50K
17156,24,3,194636.0,9,13.0,2,3,0,4,1,0.0,0.0,60.0,38,>50K
17157,6,3,153044.0,11,9.0,4,5,4,2,0,0.0,0.0,7.0,38,<=50K
17158,21,3,411797.0,8,11.0,0,0,4,4,0,0.0,0.0,40.0,38,<=50K
17159,22,3,117683.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,>50K
17160,2,3,376540.0,11,9.0,4,0,1,4,0,0.0,0.0,30.0,38,<=50K
17161,32,3,72393.0,6,5.0,0,6,1,4,0,0.0,0.0,40.0,38,<=50K
17162,15,3,270335.0,9,13.0,2,0,2,4,1,0.0,0.0,40.0,29,>50K
17163,10,3,96226.0,11,9.0,2,2,0,4,1,0.0,0.0,70.0,38,<=50K
17164,21,3,95336.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,>50K
17165,16,3,258498.0,15,10.0,2,2,5,4,0,0.0,0.0,60.0,38,<=50K
17166,46,3,149698.0,15,10.0,2,9,0,4,1,0.0,0.0,15.0,38,<=50K
17167,6,3,205865.0,9,13.0,4,3,3,4,1,0.0,0.0,28.0,38,<=50K
17168,16,4,155781.0,15,10.0,2,2,0,4,1,0.0,0.0,60.0,38,<=50K
17169,37,5,406468.0,11,9.0,2,11,0,2,1,0.0,0.0,40.0,38,<=50K
17170,12,3,177119.0,8,11.0,0,12,1,4,0,2174.0,0.0,45.0,38,<=50K
17171,31,3,144397.0,15,10.0,0,9,4,2,0,0.0,0.0,30.0,38,<=50K
17172,18,5,372525.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,<=50K
17173,11,3,164170.0,8,11.0,2,0,5,1,0,0.0,0.0,40.0,18,<=50K
17174,20,3,183800.0,9,13.0,2,9,0,4,1,7688.0,0.0,50.0,38,>50K
17175,25,5,177307.0,14,15.0,2,4,0,4,1,0.0,0.0,65.0,38,>50K
17176,23,3,170108.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,<=50K
17177,30,3,341995.0,15,10.0,0,11,3,4,1,0.0,0.0,55.0,38,<=50K
17178,5,3,226508.0,9,13.0,4,3,3,4,0,0.0,0.0,50.0,38,<=50K
17179,13,3,87418.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,38,>50K
17180,11,3,109165.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
17181,46,1,28856.0,5,4.0,2,7,0,4,1,0.0,0.0,55.0,38,<=50K
17182,34,5,175897.0,6,5.0,2,2,0,4,1,0.0,0.0,20.0,38,<=50K
17183,5,3,99697.0,11,9.0,4,5,3,4,0,0.0,0.0,40.0,38,<=50K
17184,10,3,90270.0,7,12.0,2,9,3,0,1,0.0,0.0,40.0,38,<=50K
17185,18,3,152375.0,11,9.0,4,11,1,4,1,0.0,0.0,45.0,38,<=50K
17186,29,3,171550.0,11,9.0,0,6,1,4,0,0.0,0.0,38.0,38,<=50K
17187,20,3,211154.0,15,10.0,0,6,1,4,1,0.0,0.0,52.0,38,<=50K
17188,7,3,202570.0,9,13.0,4,9,3,2,1,0.0,0.0,15.0,38,<=50K
17189,20,5,168496.0,11,9.0,0,5,3,4,1,0.0,0.0,10.0,38,<=50K
17190,36,3,68898.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
17191,10,3,93235.0,11,9.0,4,11,1,4,1,0.0,0.0,30.0,38,<=50K
17192,21,3,278924.0,15,10.0,0,2,1,4,1,0.0,0.0,44.0,38,<=50K
17193,36,5,311020.0,0,6.0,2,4,0,4,1,0.0,0.0,60.0,38,<=50K
17194,17,3,175878.0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,38,<=50K
17195,6,3,543028.0,11,9.0,4,11,3,2,1,0.0,0.0,40.0,38,<=50K
17196,22,3,202027.0,9,13.0,2,3,0,4,1,15024.0,0.0,45.0,38,>50K
17197,26,3,158926.0,12,14.0,2,9,5,1,0,0.0,0.0,50.0,34,<=50K
17198,50,4,76860.0,11,9.0,2,3,0,1,1,0.0,0.0,40.0,38,>50K
17199,64,5,136063.0,11,9.0,2,3,0,4,1,0.0,0.0,30.0,38,<=50K
17200,4,3,186648.0,15,10.0,4,7,3,4,1,0.0,0.0,20.0,38,<=50K
17201,6,3,257509.0,15,10.0,4,11,1,4,1,0.0,0.0,25.0,38,<=50K
17202,8,3,98155.0,15,10.0,4,13,4,4,1,0.0,0.0,40.0,38,<=50K
17203,25,3,274198.0,4,3.0,2,6,5,4,0,0.0,0.0,38.0,25,<=50K
17204,21,3,97083.0,15,10.0,2,0,5,2,0,0.0,0.0,40.0,38,<=50K
17205,47,3,29825.0,11,9.0,2,9,0,4,1,0.0,0.0,5.0,38,<=50K
17206,15,3,262153.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17207,20,3,214738.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17208,34,3,138022.0,12,14.0,2,3,0,4,1,0.0,0.0,60.0,38,>50K
17209,5,3,91842.0,15,10.0,4,11,1,4,0,0.0,0.0,42.0,38,<=50K
17210,16,3,373662.0,3,2.0,3,8,1,4,0,0.0,0.0,40.0,12,<=50K
17211,25,3,162003.0,11,9.0,0,6,1,4,1,0.0,0.0,55.0,38,<=50K
17212,2,3,52114.0,15,10.0,4,9,3,4,0,0.0,0.0,10.0,38,<=50K
17213,34,1,241843.0,13,1.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
17214,6,3,375871.0,11,9.0,2,0,5,4,0,0.0,0.0,40.0,25,<=50K
17215,20,3,186934.0,1,7.0,2,6,0,4,1,3103.0,0.0,44.0,38,>50K
17216,20,3,176900.0,11,9.0,2,2,0,4,1,0.0,0.0,99.0,38,>50K
17217,30,3,21906.0,12,14.0,4,9,1,4,0,0.0,0.0,25.0,38,<=50K
17218,24,3,132222.0,14,15.0,2,9,0,4,1,0.0,2415.0,40.0,38,>50K
17219,16,3,143653.0,11,9.0,2,2,0,4,1,0.0,0.0,30.0,38,<=50K
17220,14,3,111567.0,9,13.0,4,11,1,4,1,0.0,0.0,40.0,38,>50K
17221,14,3,78602.0,7,12.0,0,7,4,0,0,0.0,0.0,40.0,38,<=50K
17222,18,3,465507.0,11,9.0,2,6,0,2,1,0.0,0.0,40.0,38,<=50K
17223,21,4,196373.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
17224,1,3,293227.0,11,9.0,4,7,1,4,0,0.0,0.0,45.0,38,<=50K
17225,3,3,241752.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17226,37,1,166398.0,15,10.0,0,3,4,2,0,0.0,0.0,35.0,38,<=50K
17227,23,3,184682.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,<=50K
17228,19,4,108293.0,9,13.0,2,3,5,4,0,0.0,1977.0,45.0,38,>50K
17229,26,3,250802.0,15,10.0,0,2,4,4,1,0.0,0.0,35.0,38,<=50K
17230,27,5,325159.0,15,10.0,0,4,4,4,1,0.0,0.0,40.0,38,<=50K
17231,27,6,174675.0,11,9.0,2,9,5,4,0,0.0,0.0,40.0,38,>50K
17232,26,3,227065.0,12,14.0,2,3,0,4,1,0.0,0.0,43.0,38,>50K
17233,34,3,269080.0,5,4.0,6,7,4,2,0,0.0,0.0,40.0,38,<=50K
17234,1,3,177722.0,11,9.0,4,7,3,4,0,0.0,0.0,20.0,38,<=50K
17235,34,3,133461.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
17236,24,3,239683.0,0,6.0,2,2,0,4,1,0.0,0.0,30.0,38,<=50K
17237,27,4,398473.0,15,10.0,2,11,0,4,1,0.0,0.0,70.0,38,>50K
17238,16,1,298785.0,0,6.0,0,13,1,4,1,0.0,0.0,40.0,38,<=50K
17239,16,5,123424.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
17240,25,3,176286.0,7,12.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
17241,8,3,150062.0,15,10.0,2,9,0,4,1,0.0,0.0,45.0,38,<=50K
17242,15,3,169240.0,11,9.0,0,6,1,4,0,0.0,0.0,38.0,38,<=50K
17243,15,3,288273.0,9,13.0,2,2,0,4,1,0.0,0.0,70.0,25,<=50K
17244,19,3,526968.0,0,6.0,0,3,4,4,0,0.0,0.0,40.0,38,<=50K
17245,11,3,57066.0,11,9.0,2,13,0,4,1,0.0,0.0,40.0,38,<=50K
17246,3,3,323573.0,11,9.0,4,7,3,4,0,0.0,0.0,20.0,38,<=50K
17247,18,4,368825.0,15,10.0,2,11,0,4,1,0.0,0.0,60.0,38,>50K
17248,38,5,189721.0,11,9.0,2,2,0,4,1,0.0,0.0,20.0,38,<=50K
17249,31,3,164966.0,9,13.0,2,3,0,1,1,0.0,0.0,40.0,18,>50K
17250,19,3,94954.0,8,11.0,6,9,1,4,0,0.0,0.0,20.0,38,<=50K
17251,17,3,202046.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,38,>50K
17252,11,3,161538.0,9,13.0,4,12,1,4,0,0.0,0.0,35.0,38,<=50K
17253,50,3,105252.0,9,13.0,6,3,1,4,1,0.0,2392.0,40.0,38,>50K
17254,20,3,200153.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
17255,27,3,32185.0,11,9.0,4,13,4,4,1,0.0,0.0,70.0,38,<=50K
17256,8,3,178326.0,15,10.0,4,11,1,4,0,0.0,0.0,40.0,38,<=50K
17257,4,3,255957.0,15,10.0,4,3,1,4,0,4101.0,0.0,40.0,38,<=50K
17258,23,6,188693.0,12,14.0,2,9,0,4,1,0.0,0.0,35.0,38,>50K
17259,61,3,182977.0,11,9.0,6,7,1,2,0,2964.0,0.0,40.0,38,<=50K
17260,17,3,159929.0,11,9.0,0,5,3,4,1,0.0,0.0,40.0,38,<=50K
17261,32,3,123207.0,11,9.0,4,0,1,4,0,0.0,0.0,44.0,38,<=50K
17262,5,3,284317.0,7,12.0,4,0,1,4,0,0.0,0.0,40.0,38,<=50K
17263,6,3,184699.0,11,9.0,4,9,4,2,0,0.0,0.0,40.0,38,<=50K
17264,43,5,154474.0,11,9.0,4,4,4,4,1,0.0,0.0,42.0,38,<=50K
17265,28,1,318280.0,11,9.0,6,10,1,4,1,0.0,0.0,40.0,38,>50K
17266,46,3,254907.0,8,11.0,0,7,1,4,0,0.0,0.0,20.0,38,<=50K
17267,24,3,349221.0,11,9.0,4,2,3,2,0,0.0,0.0,35.0,38,<=50K
17268,30,3,335973.0,11,9.0,0,0,4,4,0,0.0,0.0,40.0,38,<=50K
17269,27,3,126701.0,11,9.0,0,2,4,4,1,0.0,0.0,40.0,38,<=50K
17270,34,3,122159.0,15,10.0,6,9,1,4,0,3325.0,0.0,40.0,38,<=50K
17271,29,3,187370.0,9,13.0,4,11,1,4,1,0.0,1504.0,40.0,38,<=50K
17272,24,3,194636.0,8,11.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17273,33,5,124793.0,11,9.0,2,2,0,4,1,0.0,0.0,30.0,38,<=50K
17274,30,3,192835.0,11,9.0,2,0,0,4,1,0.0,0.0,50.0,38,>50K
17275,18,3,290226.0,11,9.0,4,3,1,4,1,0.0,0.0,45.0,38,<=50K
17276,39,3,112840.0,11,9.0,2,3,0,4,1,0.0,0.0,55.0,38,>50K
17277,28,3,89325.0,12,14.0,0,9,1,4,1,0.0,0.0,45.0,38,<=50K
17278,31,0,33109.0,9,13.0,0,3,4,4,1,0.0,0.0,58.0,38,>50K
17279,23,3,82465.0,15,10.0,2,6,0,4,1,2580.0,0.0,40.0,38,<=50K
17280,22,4,329980.0,9,13.0,2,3,0,4,1,15024.0,0.0,50.0,38,>50K
17281,3,3,148294.0,15,10.0,4,7,3,4,1,0.0,0.0,40.0,38,<=50K
17282,33,3,168212.0,10,16.0,2,9,0,4,1,0.0,1902.0,65.0,38,>50K
17283,21,6,343642.0,11,9.0,2,9,5,4,0,0.0,0.0,40.0,38,>50K
17284,6,1,115244.0,9,13.0,4,9,3,4,0,0.0,0.0,60.0,38,<=50K
17285,14,3,162572.0,11,9.0,4,7,3,4,1,0.0,0.0,16.0,38,<=50K
17286,41,3,356067.0,9,13.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
17287,49,3,271567.0,11,9.0,5,6,1,2,1,0.0,0.0,40.0,38,<=50K
17288,22,4,180804.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
17289,37,5,123011.0,11,9.0,2,2,0,4,1,15024.0,0.0,52.0,38,>50K
17290,9,3,109186.0,15,10.0,2,11,0,4,1,0.0,0.0,50.0,10,<=50K
17291,34,3,220537.0,11,9.0,0,6,1,4,0,0.0,0.0,40.0,38,<=50K
17292,17,3,124827.0,8,11.0,4,13,3,4,1,0.0,0.0,40.0,38,<=50K
17293,33,3,767403.0,11,9.0,2,6,0,4,1,3103.0,0.0,40.0,38,>50K
17294,25,3,118494.0,15,10.0,2,9,0,4,1,0.0,0.0,44.0,38,>50K
17295,21,3,173208.0,12,14.0,2,9,0,4,1,0.0,0.0,25.0,38,<=50K
17296,31,3,107373.0,5,4.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
17297,16,3,26973.0,8,11.0,2,12,5,4,0,0.0,0.0,40.0,38,>50K
17298,34,3,191965.0,11,9.0,6,7,4,4,0,0.0,0.0,32.0,38,<=50K
17299,5,3,122346.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,<=50K
17300,2,3,117201.0,11,9.0,4,9,3,4,1,0.0,0.0,30.0,38,<=50K
17301,24,3,198316.0,15,10.0,4,2,1,4,1,0.0,0.0,50.0,23,<=50K
17302,31,1,123075.0,12,14.0,2,9,0,4,1,0.0,0.0,35.0,38,>50K
17303,25,3,209370.0,11,9.0,5,11,1,4,0,0.0,0.0,30.0,38,<=50K
17304,17,3,33117.0,15,10.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
17305,6,3,129042.0,11,9.0,4,6,4,2,0,0.0,0.0,40.0,38,<=50K
17306,39,3,169133.0,11,9.0,2,7,0,4,1,0.0,0.0,50.0,40,<=50K
17307,13,3,201624.0,9,13.0,4,9,1,2,1,0.0,0.0,45.0,38,<=50K
17308,28,3,368561.0,11,9.0,2,3,0,4,1,0.0,0.0,55.0,38,>50K
17309,31,3,207848.0,0,6.0,2,0,5,4,0,0.0,0.0,40.0,38,<=50K
17310,31,4,138370.0,12,14.0,3,11,1,1,1,0.0,0.0,50.0,18,<=50K
17311,14,3,93106.0,8,11.0,4,0,1,4,0,0.0,0.0,40.0,38,<=50K
17312,3,6,223515.0,7,12.0,4,7,3,4,1,0.0,1719.0,20.0,38,<=50K
17313,10,3,389713.0,15,10.0,4,11,1,4,1,0.0,0.0,40.0,38,<=50K
17314,15,3,206365.0,11,9.0,4,7,1,2,0,0.0,0.0,40.0,38,<=50K
17315,59,3,431192.0,5,4.0,6,9,1,4,1,0.0,0.0,2.0,38,<=50K
17316,2,3,241616.0,11,9.0,4,9,4,4,1,0.0,2001.0,40.0,38,<=50K
17317,49,4,150726.0,6,5.0,2,3,0,4,1,1409.0,0.0,1.0,38,<=50K
17318,20,3,123785.0,11,9.0,4,7,1,4,1,0.0,0.0,75.0,38,<=50K
17319,17,3,289984.0,11,9.0,0,8,4,2,0,0.0,0.0,30.0,38,<=50K
17320,17,3,164309.0,1,7.0,2,9,5,4,0,0.0,0.0,8.0,38,<=50K
17321,72,3,137018.0,11,9.0,4,7,1,4,0,0.0,0.0,40.0,38,<=50K
17322,6,3,137994.0,15,10.0,4,6,3,2,0,0.0,0.0,40.0,38,<=50K
17323,26,3,341204.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
17324,27,3,167005.0,9,13.0,2,3,0,4,1,7688.0,0.0,60.0,38,>50K
17325,7,3,34446.0,15,10.0,4,12,1,4,0,0.0,0.0,37.0,38,<=50K
17326,11,3,187160.0,14,15.0,0,9,4,4,1,0.0,0.0,55.0,38,<=50K
17327,47,3,196288.0,7,12.0,4,9,1,4,0,0.0,0.0,20.0,38,<=50K
17328,6,3,217961.0,15,10.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
17329,3,3,74631.0,15,10.0,4,11,1,4,0,0.0,0.0,50.0,38,<=50K
17330,19,3,156667.0,9,13.0,2,9,0,4,1,0.0,1902.0,50.0,38,>50K
17331,44,3,125155.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
17332,36,5,263925.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,1,>50K
17333,13,3,296453.0,9,13.0,2,0,0,4,1,7298.0,0.0,40.0,38,>50K
17334,35,5,44728.0,15,10.0,2,11,0,4,1,0.0,0.0,55.0,38,>50K
17335,21,3,193026.0,15,10.0,0,2,1,4,1,0.0,0.0,40.0,19,<=50K
17336,15,3,87643.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
17337,13,5,106742.0,2,8.0,2,13,0,4,1,0.0,0.0,75.0,38,<=50K
17338,24,3,302122.0,8,11.0,0,2,1,4,0,0.0,0.0,40.0,38,<=50K
17339,32,1,193960.0,12,14.0,2,9,0,4,1,0.0,1902.0,40.0,38,>50K
17340,28,3,185385.0,11,9.0,2,2,0,4,1,0.0,0.0,47.0,38,>50K
17341,26,5,277647.0,11,9.0,2,3,0,4,1,0.0,0.0,35.0,38,<=50K
17342,44,3,128848.0,11,9.0,2,6,0,4,1,3471.0,0.0,40.0,38,<=50K
17343,37,3,377701.0,11,9.0,2,7,0,4,1,0.0,0.0,32.0,25,<=50K
17344,17,3,157886.0,7,12.0,5,7,4,4,0,0.0,0.0,40.0,38,<=50K
17345,32,3,175958.0,15,10.0,2,11,0,4,1,0.0,0.0,80.0,38,>50K
17346,21,3,223004.0,15,10.0,4,7,3,4,1,0.0,0.0,40.0,38,<=50K
17347,18,3,199352.0,14,15.0,2,9,0,4,1,0.0,1977.0,80.0,38,>50K
17348,19,3,29984.0,2,8.0,2,13,0,4,1,0.0,0.0,40.0,38,<=50K
17349,13,3,181651.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,<=50K
17350,19,3,117312.0,7,12.0,0,12,1,4,0,0.0,0.0,60.0,38,<=50K
17351,5,1,34029.0,9,13.0,4,9,3,4,0,0.0,0.0,20.0,38,<=50K
